Data publisher,Dataset,Scientific name,Rank,Author,Specific epithet,Kingdom,Phylum,Class,Order,Family,Genus,Species,GBIF ID,Accepted,Taxonomy tree url,Taxon page url
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Polyprosopus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Polyprosopus,,11446383,N,http://data.gbif.org/species/browse/taxon/11446383,http://data.gbif.org/species/11446383
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pseudocarcharias,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Pseudocarchariidae,Pseudocarcharias,,11333930,Y,http://data.gbif.org/species/browse/taxon/11333930,http://data.gbif.org/species/11333930
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pseudocarchariidae,family,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Pseudocarchariidae,,,11317678,Y,http://data.gbif.org/species/browse/taxon/11317678,http://data.gbif.org/species/11317678
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scapanorhynchus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Mitsukurinidae,Scapanorhynchus,,11412898,N,http://data.gbif.org/species/browse/taxon/11412898,http://data.gbif.org/species/11412898
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scoliophis,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Scoliophis,,11415477,N,http://data.gbif.org/species/browse/taxon/11415477,http://data.gbif.org/species/11415477
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Selache,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Selache,,11363515,N,http://data.gbif.org/species/browse/taxon/11363515,http://data.gbif.org/species/11363515
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Selachus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Selachus,,11363516,N,http://data.gbif.org/species/browse/taxon/11363516,http://data.gbif.org/species/11363516
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Selanonius,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Selanonius,,11416149,N,http://data.gbif.org/species/browse/taxon/11416149,http://data.gbif.org/species/11416149
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalis,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Squalis,,11363511,N,http://data.gbif.org/species/browse/taxon/11363511,http://data.gbif.org/species/11363511
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Squalus,,11363513,N,http://data.gbif.org/species/browse/taxon/11363513,http://data.gbif.org/species/11363513
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Squalus,,11415766,N,http://data.gbif.org/species/browse/taxon/11415766,http://data.gbif.org/species/11415766
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,Squalus,,11415937,N,http://data.gbif.org/species/browse/taxon/11415937,http://data.gbif.org/species/11415937
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Squalus,,11418705,N,http://data.gbif.org/species/browse/taxon/11418705,http://data.gbif.org/species/11418705
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Tetraoras,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Tetraoras,,11363512,N,http://data.gbif.org/species/browse/taxon/11363512,http://data.gbif.org/species/11363512
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Tetroras,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Tetroras,,11363506,N,http://data.gbif.org/species/browse/taxon/11363506,http://data.gbif.org/species/11363506
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Vulpecula,genus,,,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Vulpecula,,11416748,N,http://data.gbif.org/species/browse/taxon/11416748,http://data.gbif.org/species/11416748
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Brachaeluridae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Brachaeluridae,,,11317677,Y,http://data.gbif.org/species/browse/taxon/11317677,http://data.gbif.org/species/11317677
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Brachaelurus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Brachaeluridae,Brachaelurus,,11417911,Y,http://data.gbif.org/species/browse/taxon/11417911,http://data.gbif.org/species/11417911
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Chilloscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chilloscyllium,,11446460,N,http://data.gbif.org/species/browse/taxon/11446460,http://data.gbif.org/species/11446460
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Chiloscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,,11334062,Y,http://data.gbif.org/species/browse/taxon/11334062,http://data.gbif.org/species/11334062
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Chiloscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Brachaeluridae,Chiloscyllium,,11412219,N,http://data.gbif.org/species/browse/taxon/11412219,http://data.gbif.org/species/11412219
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Chilosycylum,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chilosycylum,,11413686,N,http://data.gbif.org/species/browse/taxon/11413686,http://data.gbif.org/species/11413686
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Cirrhoscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Cirrhoscyllium,,11416020,Y,http://data.gbif.org/species/browse/taxon/11416020,http://data.gbif.org/species/11416020
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Crossorhinus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Crossorhinus,,11415643,N,http://data.gbif.org/species/browse/taxon/11415643,http://data.gbif.org/species/11415643
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Crossorhrinus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Crossorhrinus,,11417828,N,http://data.gbif.org/species/browse/taxon/11417828,http://data.gbif.org/species/11417828
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Eucrossohrinus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Eucrossohrinus,,11415186,N,http://data.gbif.org/species/browse/taxon/11415186,http://data.gbif.org/species/11415186
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Eucrossorhinus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Eucrossorhinus,,11417827,N,http://data.gbif.org/species/browse/taxon/11417827,http://data.gbif.org/species/11417827
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ginglimostoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglimostoma,,11419291,N,http://data.gbif.org/species/browse/taxon/11419291,http://data.gbif.org/species/11419291
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ginglymostoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,,11412216,Y,http://data.gbif.org/species/browse/taxon/11412216,http://data.gbif.org/species/11412216
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ginglymostomatidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,,,11317676,Y,http://data.gbif.org/species/browse/taxon/11317676,http://data.gbif.org/species/11317676
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Gyglinostoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Gyglinostoma,,11414052,N,http://data.gbif.org/species/browse/taxon/11414052,http://data.gbif.org/species/11414052
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Hemiscylliidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,,,11317674,Y,http://data.gbif.org/species/browse/taxon/11317674,http://data.gbif.org/species/11317674
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Hemiscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Hemiscyllium,,11333923,N,http://data.gbif.org/species/browse/taxon/11333923,http://data.gbif.org/species/11333923
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Hemiscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,,11412089,Y,http://data.gbif.org/species/browse/taxon/11412089,http://data.gbif.org/species/11412089
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Heteroscyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Brachaeluridae,Heteroscyllium,,11418586,Y,http://data.gbif.org/species/browse/taxon/11418586,http://data.gbif.org/species/11418586
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Micristodus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Micristodus,,11334085,N,http://data.gbif.org/species/browse/taxon/11334085,http://data.gbif.org/species/11334085
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Nebrius,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Nebrius,,11362122,Y,http://data.gbif.org/species/browse/taxon/11362122,http://data.gbif.org/species/11362122
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Nebrius,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Nebrius,,11414065,N,http://data.gbif.org/species/browse/taxon/11414065,http://data.gbif.org/species/11414065
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Nebrodes,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Nebrodes,,11418583,N,http://data.gbif.org/species/browse/taxon/11418583,http://data.gbif.org/species/11418583
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Orectolobidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,,,11319647,Y,http://data.gbif.org/species/browse/taxon/11319647,http://data.gbif.org/species/11319647
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Orectolobiformes,order,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,,,,11314723,Y,http://data.gbif.org/species/browse/taxon/11314723,http://data.gbif.org/species/11314723
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Orectolobus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,,11415939,Y,http://data.gbif.org/species/browse/taxon/11415939,http://data.gbif.org/species/11415939
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Parascylliidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,,,11318876,Y,http://data.gbif.org/species/browse/taxon/11318876,http://data.gbif.org/species/11318876
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Parascyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Parascyllium,,11333932,Y,http://data.gbif.org/species/browse/taxon/11333932,http://data.gbif.org/species/11333932
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pseudoginglymostoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Pseudoginglymostoma,,11446587,Y,http://data.gbif.org/species/browse/taxon/11446587,http://data.gbif.org/species/11446587
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhicodon,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhicodon,,11418549,N,http://data.gbif.org/species/browse/taxon/11418549,http://data.gbif.org/species/11418549
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhincodon,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,,11418550,Y,http://data.gbif.org/species/browse/taxon/11418550,http://data.gbif.org/species/11418550
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhincodontidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,,,11318875,Y,http://data.gbif.org/species/browse/taxon/11318875,http://data.gbif.org/species/11318875
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhineodon,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhineodon,,11417826,N,http://data.gbif.org/species/browse/taxon/11417826,http://data.gbif.org/species/11417826
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhiniodon,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhiniodon,,11417825,N,http://data.gbif.org/species/browse/taxon/11417825,http://data.gbif.org/species/11417825
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Rhinodon,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhinodon,,11417824,N,http://data.gbif.org/species/browse/taxon/11417824,http://data.gbif.org/species/11417824
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scyliorhinus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Scyliorhinus,,11418073,N,http://data.gbif.org/species/browse/taxon/11418073,http://data.gbif.org/species/11418073
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scyllia,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Scyllia,,11414366,N,http://data.gbif.org/species/browse/taxon/11414366,http://data.gbif.org/species/11414366
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Scyllium,,11332995,N,http://data.gbif.org/species/browse/taxon/11332995,http://data.gbif.org/species/11332995
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Scyllium,,11414367,N,http://data.gbif.org/species/browse/taxon/11414367,http://data.gbif.org/species/11414367
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scyllium,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Scyllium,,11418584,N,http://data.gbif.org/species/browse/taxon/11418584,http://data.gbif.org/species/11418584
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Scymnus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Scymnus,,11417912,N,http://data.gbif.org/species/browse/taxon/11417912,http://data.gbif.org/species/11417912
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Squalus,,11333355,N,http://data.gbif.org/species/browse/taxon/11333355,http://data.gbif.org/species/11333355
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Squalus,,11414053,N,http://data.gbif.org/species/browse/taxon/11414053,http://data.gbif.org/species/11414053
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Squalus,,11414365,N,http://data.gbif.org/species/browse/taxon/11414365,http://data.gbif.org/species/11414365
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Squalus,,11415938,N,http://data.gbif.org/species/browse/taxon/11415938,http://data.gbif.org/species/11415938
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Brachaeluridae,Squalus,,11418585,N,http://data.gbif.org/species/browse/taxon/11418585,http://data.gbif.org/species/11418585
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Stegastoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegastoma,,11414363,N,http://data.gbif.org/species/browse/taxon/11414363,http://data.gbif.org/species/11414363
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Stegostoma,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,,11414364,Y,http://data.gbif.org/species/browse/taxon/11414364,http://data.gbif.org/species/11414364
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Stegostomatidae,family,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,,,11318874,Y,http://data.gbif.org/species/browse/taxon/11318874,http://data.gbif.org/species/11318874
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Sutorectus,genus,,,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Sutorectus,,11418368,Y,http://data.gbif.org/species/browse/taxon/11418368,http://data.gbif.org/species/11418368
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Anoxypristis,genus,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Anoxypristis,,11416890,Y,http://data.gbif.org/species/browse/taxon/11416890,http://data.gbif.org/species/11416890
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristidae,family,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,,,11318873,Y,http://data.gbif.org/species/browse/taxon/11318873,http://data.gbif.org/species/11318873
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristiformes,order,,,Animalia,Chordata,Elasmobranchii,Pristiformes,,,,11314884,Y,http://data.gbif.org/species/browse/taxon/11314884,http://data.gbif.org/species/11314884
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristiopsis,genus,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Pristiopsis,,11446368,N,http://data.gbif.org/species/browse/taxon/11446368,http://data.gbif.org/species/11446368
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristis,genus,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Pristis,,11333010,Y,http://data.gbif.org/species/browse/taxon/11333010,http://data.gbif.org/species/11333010
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristobatus,genus,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Pristobatus,,11414727,N,http://data.gbif.org/species/browse/taxon/11414727,http://data.gbif.org/species/11414727
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Squalus,,11416703,N,http://data.gbif.org/species/browse/taxon/11416703,http://data.gbif.org/species/11416703
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pliotrema,genus,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pliotrema,,11418861,Y,http://data.gbif.org/species/browse/taxon/11418861,http://data.gbif.org/species/11418861
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristiophoridae,family,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,,,11318872,Y,http://data.gbif.org/species/browse/taxon/11318872,http://data.gbif.org/species/11318872
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristiophoriformes,order,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,,,,11314883,Y,http://data.gbif.org/species/browse/taxon/11314883,http://data.gbif.org/species/11314883
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristiophorus,genus,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristiophorus,,11412857,Y,http://data.gbif.org/species/browse/taxon/11412857,http://data.gbif.org/species/11412857
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Pristis,genus,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristis,,11415972,N,http://data.gbif.org/species/browse/taxon/11415972,http://data.gbif.org/species/11415972
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Squalus,genus,,,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Squalus,,11415973,N,http://data.gbif.org/species/browse/taxon/11415973,http://data.gbif.org/species/11415973
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthobatis,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,Acanthobatis,,11416873,N,http://data.gbif.org/species/browse/taxon/11416873,http://data.gbif.org/species/11416873
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetobates,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetobates,,11417109,N,http://data.gbif.org/species/browse/taxon/11417109,http://data.gbif.org/species/11417109
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetobatis,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetobatis,,11416095,N,http://data.gbif.org/species/browse/taxon/11416095,http://data.gbif.org/species/11416095
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetobatus,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetobatus,,11332970,Y,http://data.gbif.org/species/browse/taxon/11332970,http://data.gbif.org/species/11332970
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetomylaeus,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetomylaeus,,11332366,Y,http://data.gbif.org/species/browse/taxon/11332366,http://data.gbif.org/species/11332366
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetomyleus,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetomyleus,,11332945,N,http://data.gbif.org/species/browse/taxon/11332945,http://data.gbif.org/species/11332945
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetomylus,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetomylus,,11332929,N,http://data.gbif.org/species/browse/taxon/11332929,http://data.gbif.org/species/11332929
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aetoplatea,genus,,,Animalia,Chordata,Elasmobranchii,Rajiformes,Gymnuridae,Aetoplatea,,11413917,Y,http://data.gbif.org/species/browse/taxon/11413917,http://data.gbif.org/species/11413917
