Data publisher,Dataset,Scientific name,Rank,Author,Specific epithet,Kingdom,Phylum,Class,Order,Family,Genus,Species,GBIF ID,Accepted,Taxonomy tree url,Taxon page url
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aaptosyax,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Aaptosyax,,11446296,Y,http://data.gbif.org/species/browse/taxon/11446296,http://data.gbif.org/species/11446296
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abalistes,genus,,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Abalistes,,11414811,Y,http://data.gbif.org/species/browse/taxon/11414811,http://data.gbif.org/species/11414811
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abantennarius,genus,,,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Abantennarius,,11414041,N,http://data.gbif.org/species/browse/taxon/11414041,http://data.gbif.org/species/11414041
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abbottina,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Abbottina,,11412911,Y,http://data.gbif.org/species/browse/taxon/11412911,http://data.gbif.org/species/11412911
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abcichthys,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,Abcichthys,,11415035,N,http://data.gbif.org/species/browse/taxon/11415035,http://data.gbif.org/species/11415035
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abeona,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Abeona,,11419270,N,http://data.gbif.org/species/browse/taxon/11419270,http://data.gbif.org/species/11419270
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ablabys,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,Ablabys,,11413462,Y,http://data.gbif.org/species/browse/taxon/11413462,http://data.gbif.org/species/11413462
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ablenes,genus,,,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Ablenes,,11418376,N,http://data.gbif.org/species/browse/taxon/11418376,http://data.gbif.org/species/11418376
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Ablennes,genus,,,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Ablennes,,11416043,Y,http://data.gbif.org/species/browse/taxon/11416043,http://data.gbif.org/species/11416043
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aboma,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Aboma,,11414567,N,http://data.gbif.org/species/browse/taxon/11414567,http://data.gbif.org/species/11414567
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Aborichthys,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Aborichthys,,11414812,Y,http://data.gbif.org/species/browse/taxon/11414812,http://data.gbif.org/species/11414812
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abramis,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Abramis,,11333129,Y,http://data.gbif.org/species/browse/taxon/11333129,http://data.gbif.org/species/11333129
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abramites,genus,,,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,,11413718,Y,http://data.gbif.org/species/browse/taxon/11413718,http://data.gbif.org/species/11413718
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abramocephalus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Abramocephalus,,11446326,N,http://data.gbif.org/species/browse/taxon/11446326,http://data.gbif.org/species/11446326
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abranches,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Abranches,,11416688,N,http://data.gbif.org/species/browse/taxon/11416688,http://data.gbif.org/species/11416688
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abrostomus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Abrostomus,,11419281,N,http://data.gbif.org/species/browse/taxon/11419281,http://data.gbif.org/species/11419281
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abryois,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Abryois,,11415605,N,http://data.gbif.org/species/browse/taxon/11415605,http://data.gbif.org/species/11415605
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Absalom,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Absalom,,11418295,N,http://data.gbif.org/species/browse/taxon/11418295,http://data.gbif.org/species/11418295
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abudefduf,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,,11332789,Y,http://data.gbif.org/species/browse/taxon/11332789,http://data.gbif.org/species/11332789
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abudefdus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefdus,,11333870,N,http://data.gbif.org/species/browse/taxon/11333870,http://data.gbif.org/species/11333870
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abyssicola,genus,,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Abyssicola,,11446578,N,http://data.gbif.org/species/browse/taxon/11446578,http://data.gbif.org/species/11446578
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abyssobrotula,genus,,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Abyssobrotula,,11415359,Y,http://data.gbif.org/species/browse/taxon/11415359,http://data.gbif.org/species/11415359
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abyssocottidae,family,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Abyssocottidae,,,11320321,Y,http://data.gbif.org/species/browse/taxon/11320321,http://data.gbif.org/species/11320321
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abyssocottus,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Abyssocottidae,Abyssocottus,,11412259,Y,http://data.gbif.org/species/browse/taxon/11412259,http://data.gbif.org/species/11412259
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Abythites,genus,,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Abythites,,11413566,N,http://data.gbif.org/species/browse/taxon/11413566,http://data.gbif.org/species/11413566
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthalburnus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthalburnus,,11414515,Y,http://data.gbif.org/species/browse/taxon/11414515,http://data.gbif.org/species/11414515
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthaluteres,genus,,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Acanthaluteres,,11415868,Y,http://data.gbif.org/species/browse/taxon/11415868,http://data.gbif.org/species/11415868
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthanectes,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Acanthanectes,,11417779,Y,http://data.gbif.org/species/browse/taxon/11417779,http://data.gbif.org/species/11417779
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthaphritis,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,Acanthaphritis,,11413374,Y,http://data.gbif.org/species/browse/taxon/11413374,http://data.gbif.org/species/11413374
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthapogon,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Acanthapogon,,11417981,N,http://data.gbif.org/species/browse/taxon/11417981,http://data.gbif.org/species/11417981
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantharchus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Acantharchus,,11363917,Y,http://data.gbif.org/species/browse/taxon/11363917,http://data.gbif.org/species/11363917
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthardus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Acanthardus,,11413621,N,http://data.gbif.org/species/browse/taxon/11413621,http://data.gbif.org/species/11413621
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthemblemaria,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,,11361625,Y,http://data.gbif.org/species/browse/taxon/11361625,http://data.gbif.org/species/11361625
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthenchelys,genus,,,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Acanthenchelys,,11413616,N,http://data.gbif.org/species/browse/taxon/11413616,http://data.gbif.org/species/11413616
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthicus,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Acanthicus,,11413830,Y,http://data.gbif.org/species/browse/taxon/11413830,http://data.gbif.org/species/11413830
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthistius,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Acanthistius,,11414524,Y,http://data.gbif.org/species/browse/taxon/11414524,http://data.gbif.org/species/11414524
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthobrama,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthobrama,,11332509,Y,http://data.gbif.org/species/browse/taxon/11332509,http://data.gbif.org/species/11332509
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthobunocephalus,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Acanthobunocephalus,,11414641,Y,http://data.gbif.org/species/browse/taxon/11414641,http://data.gbif.org/species/11414641
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocepola,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae,Acanthocepola,,11414830,Y,http://data.gbif.org/species/browse/taxon/11414830,http://data.gbif.org/species/11414830
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthochaenus,genus,,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Stephanoberycidae,Acanthochaenus,,11333812,Y,http://data.gbif.org/species/browse/taxon/11333812,http://data.gbif.org/species/11333812
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthochaetodon,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Acanthochaetodon,,11445000,N,http://data.gbif.org/species/browse/taxon/11445000,http://data.gbif.org/species/11445000
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocharax,genus,,,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Acanthocharax,,11414965,Y,http://data.gbif.org/species/browse/taxon/11414965,http://data.gbif.org/species/11414965
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthochromis,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Acanthochromis,,11415752,Y,http://data.gbif.org/species/browse/taxon/11415752,http://data.gbif.org/species/11415752
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthochromis,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Acanthochromis,,11417878,N,http://data.gbif.org/species/browse/taxon/11417878,http://data.gbif.org/species/11417878
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocleithron,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Acanthocleithron,,11419074,Y,http://data.gbif.org/species/browse/taxon/11419074,http://data.gbif.org/species/11419074
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthoclinus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Acanthoclinus,,11414870,Y,http://data.gbif.org/species/browse/taxon/11414870,http://data.gbif.org/species/11414870
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocobitis,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Acanthocobitis,,11414462,Y,http://data.gbif.org/species/browse/taxon/11414462,http://data.gbif.org/species/11414462
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocottus,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Acanthocottus,,11412844,N,http://data.gbif.org/species/browse/taxon/11412844,http://data.gbif.org/species/11412844
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthocybium,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Acanthocybium,,11415725,Y,http://data.gbif.org/species/browse/taxon/11415725,http://data.gbif.org/species/11415725
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthodoras,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Acanthodoras,,11412845,Y,http://data.gbif.org/species/browse/taxon/11412845,http://data.gbif.org/species/11412845
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthodraco,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Bathydraconidae,Acanthodraco,,11446596,Y,http://data.gbif.org/species/browse/taxon/11446596,http://data.gbif.org/species/11446596
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthognathus,genus,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Acanthognathus,,11418976,N,http://data.gbif.org/species/browse/taxon/11418976,http://data.gbif.org/species/11418976
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthogobio,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthogobio,,11412866,Y,http://data.gbif.org/species/browse/taxon/11412866,http://data.gbif.org/species/11412866
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthogobius,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Acanthogobius,,11416031,Y,http://data.gbif.org/species/browse/taxon/11416031,http://data.gbif.org/species/11416031
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantholabrus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Acantholabrus,,11333386,Y,http://data.gbif.org/species/browse/taxon/11333386,http://data.gbif.org/species/11333386
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantholatris,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Acantholatris,,11413417,N,http://data.gbif.org/species/browse/taxon/11413417,http://data.gbif.org/species/11413417
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantholingua,genus,,,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Acantholingua,,11444840,Y,http://data.gbif.org/species/browse/taxon/11444840,http://data.gbif.org/species/11444840
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantholiparis,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Acantholiparis,,11451428,Y,http://data.gbif.org/species/browse/taxon/11451428,http://data.gbif.org/species/11451428
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantholumpenus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Acantholumpenus,,11416028,Y,http://data.gbif.org/species/browse/taxon/11416028,http://data.gbif.org/species/11416028
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthonosus,genus,,,Animalia,Chordata,Actinopterygii,Notacanthiformes,Notacanthidae,Acanthonosus,,11446334,N,http://data.gbif.org/species/browse/taxon/11446334,http://data.gbif.org/species/11446334
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthonotus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthonotus,,11418011,N,http://data.gbif.org/species/browse/taxon/11418011,http://data.gbif.org/species/11418011
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthonotus,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Schilbeidae,Acanthonotus,,11419158,N,http://data.gbif.org/species/browse/taxon/11419158,http://data.gbif.org/species/11419158
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthonus,genus,,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Acanthonus,,11417893,Y,http://data.gbif.org/species/browse/taxon/11417893,http://data.gbif.org/species/11417893
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopagrus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,,11332936,Y,http://data.gbif.org/species/browse/taxon/11332936,http://data.gbif.org/species/11332936
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopegasus,genus,,,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Acanthopegasus,,11416483,N,http://data.gbif.org/species/browse/taxon/11416483,http://data.gbif.org/species/11416483
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthoperca,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Acanthoperca,,11413411,N,http://data.gbif.org/species/browse/taxon/11413411,http://data.gbif.org/species/11413411
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthophacelus,genus,,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Acanthophacelus,,11413535,N,http://data.gbif.org/species/browse/taxon/11413535,http://data.gbif.org/species/11413535
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthophtalmus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthophtalmus,,11416567,N,http://data.gbif.org/species/browse/taxon/11416567,http://data.gbif.org/species/11416567
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthophthalmus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthophthalmus,,11332434,N,http://data.gbif.org/species/browse/taxon/11332434,http://data.gbif.org/species/11332434
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopis,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthopis,,11417048,N,http://data.gbif.org/species/browse/taxon/11417048,http://data.gbif.org/species/11417048
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthoplesiops,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Acanthoplesiops,,11414692,Y,http://data.gbif.org/species/browse/taxon/11414692,http://data.gbif.org/species/11414692
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthoplichthys,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hoplichthyidae,Acanthoplichthys,,11414264,N,http://data.gbif.org/species/browse/taxon/11414264,http://data.gbif.org/species/11414264
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopoma,genus,,,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Acanthopoma,,11414010,Y,http://data.gbif.org/species/browse/taxon/11414010,http://data.gbif.org/species/11414010
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopsetta,genus,,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Acanthopsetta,,11419296,Y,http://data.gbif.org/species/browse/taxon/11419296,http://data.gbif.org/species/11419296
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopsis,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthopsis,,11332338,N,http://data.gbif.org/species/browse/taxon/11332338,http://data.gbif.org/species/11332338
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopsoides,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthopsoides,,11414480,Y,http://data.gbif.org/species/browse/taxon/11414480,http://data.gbif.org/species/11414480
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthopthalmus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Acanthopthalmus,,11332492,N,http://data.gbif.org/species/browse/taxon/11332492,http://data.gbif.org/species/11332492
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthorhodeus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthorhodeus,,11333804,Y,http://data.gbif.org/species/browse/taxon/11333804,http://data.gbif.org/species/11333804
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthorutilus,genus,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acanthorutilus,,11413292,N,http://data.gbif.org/species/browse/taxon/11413292,http://data.gbif.org/species/11413292
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthoscybium,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Acanthoscybium,,11363344,N,http://data.gbif.org/species/browse/taxon/11363344,http://data.gbif.org/species/11363344
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthosphex,genus,,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae,Acanthosphex,,11446581,Y,http://data.gbif.org/species/browse/taxon/11446581,http://data.gbif.org/species/11446581
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthostethus,genus,,,Animalia,Chordata,Actinopterygii,Atheriniformes,Phallostethidae,Acanthostethus,,11417041,N,http://data.gbif.org/species/browse/taxon/11417041,http://data.gbif.org/species/11417041
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthostracion,genus,,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Acanthostracion,,11363272,Y,http://data.gbif.org/species/browse/taxon/11363272,http://data.gbif.org/species/11363272
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthothrissa,genus,,,Animalia,Chordata,Actinopterygii,Clupeiformes,Denticipitidae,Acanthothrissa,,11415551,N,http://data.gbif.org/species/browse/taxon/11415551,http://data.gbif.org/species/11415551
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthuridae,family,,,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,,,11320539,Y,http://data.gbif.org/species/browse/taxon/11320539,http://data.gbif.org/species/11320539
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acanthurus,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,,11332812,Y,http://data.gbif.org/species/browse/taxon/11332812,http://data.gbif.org/species/11332812
Catalogue of Life: 2007 Annual Checklist,"Species 2000 & ITIS Catalogue of Life Hierarchy, Edition 1 (2007)",Acantocybium,genus,,,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Acantocybium,,11363343,N,http://data.gbif.org/species/browse/taxon/11363343,http://data.gbif.org/species/11363343
