Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Alutera blankerti	blankerti	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Alutera	Alutera blankerti
Lactophrys trigonus	trigonus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Ostraciidae	Lactophrys	Lactophrys trigonus
Prionotus evolans	evolans	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus evolans
Bascanichthys immaculatus ms	immaculatus	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Bascanichthys	
Blennidae		Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Blennidae	
Bairdiella chrysura	chrysura	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Bairdiella	Bairdiella chrysoura
Carangidae								
Eleotris pisonis	pisonis	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Eleotris	Eleotris pisonis
Harengula pensacolae pensacolae	pensacolae	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Harengula	
Hippocampus unifasciatus	unifasciatus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus unifasciatus
Hiodon alosoides	alosoides	Animalia	Chordata	Actinopterygii	Osteoglossiformes	Hiodontidae	Hiodon	Hiodon alosoides
Hyperoglyphe bythites	bythites	Animalia	Chordata	Actinopterygii	Perciformes	Centrolophidae	Hyperoglyphe	Hyperoglyphe bythites
Ictalurus furcatus furcatus	furcatus	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus	
Macrhybopsis aestivalis	aestivalis	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Macrhybopsis	Macrhybopsis aestivalis
Macrhybopsis storeriana	storeriana	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Macrhybopsis	Macrhybopsis storeriana
Menidia audens	audens	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia beryllina
Microdesmus longipinnis	longipinnis	Animalia	Chordata	Actinopterygii	Perciformes	Microdesmidae	Microdesmus	Microdesmus longipinnis
Mystriophis punctifer	punctifer	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Echiophis	Echiophis punctifer
Notropis blennius	blennius	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	Notropis blennius
Roccus chrysops	chrysops	Animalia	Chordata	Actinopterygii	Perciformes	Moronidae	Morone	Morone chrysops
Stizostedion canadense	canadense	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Sander	Sander canadensis
Taaningichthys minimus	minimus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Taaningichthys	Taaningichthys minimus
Anguilliformes								
Ariomma								
Centropomus philadelphica	philadelphica	Animalia	Chordata	Actinopterygii	Perciformes	Centropomidae	Centropomus	Centropomus philadelphica
Cycleptus elongatus	elongatus	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Cycleptus	Cycleptus elongatus
Ctenopharyngodon idella	idella	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon idella
Cyprinella camura	camura	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella camura
Cyprinella venusta	venusta	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella venusta
Diplectrum								
Engraulidae		Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulidae	
Engraulis		Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulididae	Engraulis	
Etheostoma proeliare	proeliare	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma proeliare
Fundulus blairae	blairae	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus blairae
Gobiomorus dormitor	dormitor	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Gobiomorus	Gobiomorus dormitor
Gobiosoma boleosoma	boleosoma	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobiosoma	Gobiosoma boleosoma
Hiodon tergisus	tergisus	Animalia	Chordata	Actinopterygii	Osteoglossiformes	Hiodontidae	Hiodon	Hiodon tergisus
Ictiobus niger	niger	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	Ictiobus niger
Ictiobus								
Megalops atlantica	atlantica	Animalia	Chordata	Actinopterygii	Elopiformes	Megalopidae	Megalops	Megalops atlanticus
Microphis brachyurus	brachyurus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Microphis	Microphis brachyurus
Mugil cepahlus	cepahlus	Animalia	Chordata	Actinopterygii	Perciformes	Mugilidae	Mugil	Mugil cepahlus
Mugil ceohalus	ceohalus	Animalia	Chordata	Actinopterygii	Perciformes	Mugilidae	Mugil	Mugil ceohalus
Notropis								
Ophidion marginatum	marginatum	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Ophidion	Ophidion marginatum
Osmerus mordax	mordax	Animalia	Chordata	Actinopterygii	Osmeriformes	Osmeridae	Osmerus	Osmerus mordax
Percina shumardi	shumardi	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Percina	Percina shumardi
Pimephales notatus	notatus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales	Pimephales notatus
Pomatomus saltatus	saltatus	Animalia	Chordata	Actinopterygii	Perciformes	Pomatomidae	Pomatomus	Pomatomus saltatus
Alosa								
Prometichthys prometheus	prometheus	Animalia	Chordata	Actinopterygii	Perciformes	Gempylidae	Promethichthys	Promethichthys prometheus
Pseudoscopelus obtusifrons	obtusifrons	Animalia	Chordata	Actinopterygii	Perciformes	Chiasmodontidae	Pseudoscopelus	Pseudoscopelus obtusifrons
Trichopterus ventralis	ventralis	Animalia	Chordata	Actinopterygii	Perciformes	Cheilodactylidae	Trichopterus	Trichopterus ventralis
Diaphus elucens	elucens	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus perspicillatus
Diaphus l&#252;tkeni	l&#252;tkeni	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus luetkeni
Saccogaster rhamphidognatha	rhamphidognatha	Animalia	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Saccogaster	Saccogaster rhamphidognatha
Brosmiculus		Animalia	Chordata	Actinopterygii	Gadiformes	Moridae	Brosmiculus	
Amphichthys hildebrandi	hildebrandi	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Amphichthys	Amphichthys hildebrandi
Argentinidae								
Balistidae								
Barathronus								
Bathylagidae								
Bathypterois viridensis	viridensis	Animalia	Chordata	Actinopterygii	Aulopiformes	Ipnopidae	Bathypterois	Bathypterois viridensis
Bollmannia								
Citharichthys ventralis	ventralis	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Trichopsetta	Trichopsetta ventralis
Coryphaenoides								
Cubiceps athenae	athenae	Animalia	Chordata	Actinopterygii	Perciformes	Nomeidae	Cubiceps	Cubiceps pauciradiatus
Diaphus macrophus	macrophus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus effulgens
Epinephelus drummondhayi	drummondhayi	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus drummondhayi
Epinnula orientalis	orientalis	Animalia	Chordata	Actinopterygii	Perciformes	Gempylidae	Neoepinnula	Neoepinnula orientalis
Gephyroberyx darwinii	darwinii	Animalia	Chordata	Actinopterygii	Beryciformes	Trachichthyidae	Gephyroberyx	Gephyroberyx darwinii
Gonostomatidae								
Hildebrandia		Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Hildebrandia	
Lepidophanes								
Leptoderma springeri	springeri	Animalia	Chordata	Actinopterygii	Osmeriformes	Alepocephalidae	Leptoderma	Leptoderma macrops
Lophius								
Macrostomias		Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Macrostomias	
Macrurus caribbaeus	caribbaeus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Caelorinchus	Caelorinchus caribbaeus
Muraena retifera	retifera	Animalia	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Muraena	Muraena retifera
Neonesthes								
Ophichthus punctifer	punctifer	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Ophichthus	Ophichthus punctifer
Ophidion								
Palinurichthys bythites	bythites	Animalia	Chordata	Actinopterygii	Perciformes	Centrolophidae	Hyperoglyphe	Hyperoglyphe bythites
Phenacoscorpius nebris	nebris	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Phenacoscorpius	Phenacoscorpius nebris
Pleuronectes								
Pontinus longispinus	longispinus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus longispinus
Scorpaena similis	similis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena similis
Snyderidia bothrops	bothrops	Animalia	Chordata	Actinopterygii	Ophidiiformes	Carapidae	Snyderidia	Snyderidia canina
Uranoscopidae								
Coelorinchus carribbaeus	carribbaeus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coelorinchus	Coelorinchus carribbaeus
Acentronura dendritica	dendritica	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Acentronura	Acentronura dendritica
Aplatophis chauliodus	chauliodus	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Aplatophis	Aplatophis chauliodus
Coelorinchus caribbaeus	caribbaeus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Caelorinchus	Caelorinchus caribbaeus
Phaeoptyx pigmentaria	pigmentaria	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Phaeoptyx	Phaeoptyx pigmentaria
Lepophidium entomelas	entomelas	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Lepophidium	Lepophidium entomelas
Caranx fusus	fusus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Caranx	Caranx crysos
Cyclopsetta chittenderi	chittenderi	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Cyclopsetta	Cyclopsetta chittenderi
Dorosoma petense	petense	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Dorosoma	Dorosoma petense
Halieutichthys acuelatus	acuelatus	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Halieutichthys	Halieutichthys acuelatus
Hildebrandia flava	flava	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Rhynchoconger	Rhynchoconger flavus
Melamphaes megalops	megalops	Animalia	Chordata	Actinopterygii	Stephanoberyciformes	Melamphaidae	Poromitra	Poromitra megalops
Peristidion gracile	gracile	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Peristediidae	Peristedion	Peristidion gracile
Poronotus burti	burti	Animalia	Chordata	Actinopterygii	Perciformes	Stromateidae	Poronotus	Poronotus burti
Caelorinchus caelorinchus polli	caelorinchus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Caelorinchus	
Clinidae								
Epinephelus nigritus	nigritus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus nigritus
Erotelis smaragdus civitatum	smaragdus	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Erotelis	
Euthynnus								
Gobionellus robustum	robustum	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobionellus	Gobionellus robustum
Helicolenus dactylopterus maderensis	dactylopterus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Helicolenus	
Hippocampus regulus	regulus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus zosterae
Hynnodus		Animalia	Chordata	Actinopterygii	Perciformes	Epigonidae	Hynnodus	
Ijimaia								
Lagodon								
Membras vagrans vagrans	vagrans	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Membras	
Photostomias		Animalia	Chordata	Actinopterygii	Stomiiformes	Malacosteidae	Photostomias	
Polymixia lowei gunteri	lowei	Animalia	Chordata	Actinopterygii	Polymixiiformes	Polymixiidae	Polymixia	
Remora								
Bathysaurus								
Bembrops macromma	macromma	Animalia	Chordata	Actinopterygii	Perciformes	Percophidae	Bembrops	Bembrops macromma
Cynoglossidae								
Loweina interrupta	interrupta	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Loweina	Loweina interrupta
Otophidium dormitator	dormitator	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Otophidium	Otophidium dormitator
Aristostomias grimaldii	grimaldii	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Aristostomias	Aristostomias grimaldii
Chauliodontidae		Animalia	Chordata	Actinopterygii	Stomiiformes	Chauliodontidae		
Photonectes braueri	braueri	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Photonectes	Photonectes braueri
Melanonidae								
Argentina brucei	brucei	Animalia	Chordata	Actinopterygii	Osmeriformes	Argentinidae	Argentina	Argentina brucei
Aulostomus maculatus	maculatus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Aulostomidae	Aulostomus	Aulostomus maculatus
Barbantus curvifrons	curvifrons	Animalia	Chordata	Actinopterygii	Osmeriformes	Platytroctidae	Barbantus	Barbantus curvifrons
Bathylagus microcephalus	microcephalus	Animalia	Chordata	Actinopterygii	Osmeriformes	Bathylagidae	Melanolagus	Melanolagus bericoides
Canthigaster jamestyleri	jamestyleri	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster jamestyleri
Chascanopsetta prorigera	prorigera	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Chascanopsetta	Chascanopsetta prorigera
Corniger spinosus	spinosus	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Corniger	Corniger spinosus
Cubiceps nigriargenteus	nigriargenteus	Animalia	Chordata	Actinopterygii	Perciformes	Ariommatidae	Ariomma	Ariomma bondi
Eurypharynx pelecanoides	pelecanoides	Animalia	Chordata	Actinopterygii	Saccopharyngiformes	Eurypharyngidae	Eurypharynx	Eurypharynx pelecanoides
Execestides		Animalia	Chordata	Actinopterygii	Perciformes	Uranoscopidae	Execestides	
Fistularia tabacaria	tabacaria	Animalia	Chordata	Actinopterygii	Syngnathiformes	Fistulariidae	Fistularia	Fistularia tabacaria
Himantolophus groenlandicus	groenlandicus	Animalia	Chordata	Actinopterygii	Lophiiformes	Himantolophidae	Himantolophus	Himantolophus groenlandicus
Lepophidium jeannea	jeannea	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Lepophidium	Lepophidium jeannea
Leptoderma								
Linophryne densiramus	densiramus	Animalia	Chordata	Actinopterygii	Lophiiformes	Linophrynidae	Linophryne	Linophryne densiramus
Liopropoma eukrines	eukrines	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Liopropoma	Liopropoma eukrines
Lophius piscatorius	piscatorius	Animalia	Chordata	Actinopterygii	Lophiiformes	Lophiidae	Lophius	Lophius piscatorius
Macrourus								
Neoniphon marianus	marianus	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Neoniphon	Neoniphon marianus
Pachystomias								
Photonectes mirabilis	mirabilis	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Photonectes	Photonectes mirabilis
Polymixiidae								
Serrivomer lanceolatoides	lanceolatoides	Animalia	Chordata	Actinopterygii	Anguilliformes	Serrivomeridae	Serrivomer	Serrivomer lanceolatoides
Squalogadus intermedius	intermedius	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Squalogadus	Squalogadus modificatus
Mycteroperca interstitialis	interstitialis	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Mycteroperca	Mycteroperca interstitialis
Otophidium omostigma	omostigma	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Otophidium	Otophidium omostigma
Polyacanthonotus africanus	africanus	Animalia	Chordata	Actinopterygii	Notacanthiformes	Notacanthidae	Polyacanthonotus	Polyacanthonotus africanus
Amphelikturus dendriticus	dendriticus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Acentronura	Acentronura dendritica
Etropus microstomus	microstomus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Etropus	Etropus microstomus
Gadomus arcuatrus	arcuatrus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Gadomus	Gadomus arcuatrus
Gephyroberyx darwini	darwini	Animalia	Chordata	Actinopterygii	Beryciformes	Trachichthyidae	Gephyroberyx	Gephyroberyx darwinii
Nettenchelys pygmaeus	pygmaeus	Animalia	Chordata	Actinopterygii	Anguilliformes	Nettastomatidae	Nettenchelys	Nettenchelys pygmaea
Nezumia cyranoi	cyranoi	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia	Nezumia cyranoi
Ophidion beani	beani	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Ophidion	Ophidion beani
Opistognathus nothus	nothus	Animalia	Chordata	Actinopterygii	Perciformes	Opistognathidae	Opistognathus	Opistognathus nothus
Sardinella brasiliensis	brasiliensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella brasiliensis
Hoplostethus meditteraneous	meditteraneous	Animalia	Chordata	Actinopterygii	Beryciformes	Trachichthyidae	Hoplostethus	Hoplostethus meditteraneous
Hyperoglyphe perciformes	perciformes	Animalia	Chordata	Actinopterygii	Perciformes	Centrolophidae	Hyperoglyphe	Hyperoglyphe perciformis
Nezumia sclerorhynchus	sclerorhynchus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia	Nezumia sclerorhynchus
Ophichthidae								
Psenes regulus	regulus	Animalia	Chordata	Actinopterygii	Perciformes	Ariommatidae	Ariomma	Ariomma regulus
Trachyscorpia cristulata cristulata	cristulata	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Trachyscorpia	
Ethadophis akkistikos	akkistikos	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Ethadophis	Ethadophis akkistikos
Ogcocephalus notatus	notatus	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	Ogcocephalus notatus
Pontinus longispinnis	longispinnis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus longispinnis
Hirundichthys								
Melanolagus bericoides	bericoides	Animalia	Chordata	Actinopterygii	Osmeriformes	Bathylagidae	Melanolagus	Melanolagus bericoides
Gordiichthys irretitus	irretitus	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Gordiichthys	Gordiichthys irretitus
Ophidion holbrookii	holbrookii	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Ophidion	Ophidion holbrookii
Palatogobius paradoxus	paradoxus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Palatogobius	Palatogobius paradoxus
Rachycentron canadus	canadus	Animalia	Chordata	Actinopterygii	Perciformes	Rachycentridae	Rachycentron	Rachycentron canadum
Chromis insolata	insolata	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	Chromis insolata
Chilomycterus reticulatus	reticulatus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	Chilomycterus reticulatus
Centropristris striata	striata	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristris	Centropristris striata
Eucinostomus havana	havana	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus havana
Coryphopterus								
Dicromita agassizii	agassizii	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Monomitopus	Monomitopus agassizii
Paralichthinae		Animalia	Chordata	Actinopterygii	Pleuronectiformes		Paralichthinae	
Pontinus castor	castor	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus castor
Prionotus beanii	beanii	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus beanii
Trachyscorpia cristulata critulata	cristulata	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Trachyscorpia	
Alosa alabamae	alabamae	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa alabamae
Ameiurus catus	catus	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus	Ameiurus catus
Brevoortia								
Elassoma								
Engraulis anchoita	anchoita	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis anchoita
Enneacanthus obesus	obesus	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Enneacanthus	Enneacanthus obesus
Ericymba buccata	buccata	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	Notropis buccatus
Etheostoma fusiforme barratti	fusiforme	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	
Etheostoma meridionalis	meridionalis	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma meridionalis
Etheostoma whipplei	whipplei	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma whipplei
Fundulus cingulatus	cingulatus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus cingulatus
Lepomis megalotis megalotis	megalotis	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis	
Leptolucania ommata	ommata	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Leptolucania	Leptolucania ommata
Luxilus chrysocephalus isolepis	chrysocephalus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	
Lythrurus bellus	bellus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lythrurus	Lythrurus bellus
Micropterus								
Nocomis leptocephalus bellicus	leptocephalus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	
Notropis baileyi	baileyi	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	Notropis baileyi
Notropis callitaenia	callitaenia	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella callitaenia
Selar crumenophthalmus ophthalmus	crumenophthalmus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Selar	
Sciaenidae								
Semotilus atromaculatus	atromaculatus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Semotilus	Semotilus atromaculatus
Canthigaster								
Labidesthes sicculum	sicculum	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinidae		Labidesthes sicculum
Pristipomoides macrophthalmus	macrophthalmus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Pristipomoides	Pristipomoides macrophthalmus
Lutjanus buccanella	buccanella	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus buccanella
Rachycentrum canadum	canadum	Animalia	Chordata	Actinopterygii	Perciformes	Rachycentridae	Rachycentron	Rachycentron canadum
Caulolatilus microps	microps	Animalia	Chordata	Actinopterygii	Perciformes	Malacanthidae	Caulolatilus	Caulolatilus microps
Epinephelus mystacinus	mystacinus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus mystacinus
Dermatolepis inermis	inermis	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Dermatolepis	Dermatolepis inermis
Etheostoma fusiforme	fusiforme	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma fusiforme
Fundulus lineolatus	lineolatus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus lineolatus
Fundulus saguanus	saguanus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus saguanus
Ammocrypta meridiana	meridiana	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Ammocrypta	Ammocrypta meridiana
Ammocrypta beani	beani	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Ammocrypta	Ammocrypta beanii
Etheostoma nigrum	nigrum	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma nigrum
Etheostoma rupestre	rupestre	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma rupestre
Fundulus notti	notti	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus nottii
Hybopsis winchelli	winchelli	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Hybopsis	Hybopsis winchelli
Luxilus chrysocephalus	chrysocephalus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	Luxilus chrysocephalus
Moxostoma erythrurum	erythrurum	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma erythrurum
Moxostoma poecilurum	poecilurum	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma poecilurum
Nocomis leptocephalus	leptocephalus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	Nocomis leptocephalus
Notropis ammophilus	ammophilus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	Notropis ammophilus
Notropis stilbius	stilbius	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	Notropis stilbius
Orthopristis crysoptera	crysoptera	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Orthopristis	Orthopristis crysoptera
Percina vigil	vigil	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Percina	Percina vigil
Lepomis macrochirus	macrochirus	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis	Lepomis macrochirus
Fundulus catenatus	catenatus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus catenatus
Fundulus diaphanus	diaphanus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus diaphanus
Micropterus notius	notius	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Micropterus	Micropterus notius
Centropristes melanus	melanus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristes	Centropristes melanus
Chaetodipterus								
Elacatinus macrodon	macrodon	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Elacatinus	Elacatinus macrodon
Pleuronectidae								
Caranx fuscus	fuscus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Caranx	Caranx fuscus
Porichthys porosisimus	porosisimus	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Porichthys	Porichthys porosisimus
Scorpaena brasilensis	brasilensis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena brasilensis
Acipenser oxyrhynchus	oxyrhynchus	Animalia	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser	Acipenser oxyrinchus
Acipenser oxyrhynchus desotoi	oxyrhynchus	Animalia	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser	
Centropristis melanus	melanus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristis	Centropristis melanus
Ictalurus nebulosus	nebulosus	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus	Ameiurus nebulosus
