Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Igernella notabilis	notabilis	Animalia	Porifera	Demospongiae	Dendroceratida	Dictyodendrillidae	Igernella	Igernella notabilis
Ircinia felix	felix	Animalia	Porifera	Demospongiae	Dictyoceratida	Irciniidae	Ircinia	Ircinia felix
Topsentia ophiraphidites	ophiraphidites	Animalia	Porifera	Demospongiae	Halichondrida	Halichondriidae	Topsentia	Topsentia ophiraphidites
Axinella polycapella	polycapella	Animalia	Porifera	Demospongiae	Halichondrida	Axinellidae	Axinella	Axinella polycapella
Acanthella cubensis	cubensis	Animalia	Porifera	Demospongiae	Halichondrida	Dictyonellidae	Acanthella	Acanthella cubensis
Acanthella vaceleti	vaceleti	Animalia	Porifera	Demospongiae	Halichondrida	Dictyonellidae	Acanthella	Acanthella vaceleti
Niphates erecta	erecta	Animalia	Porifera	Demospongiae	Haplosclerida	Niphatidae	Niphates	Niphates erecta
Xestospongia muta	muta	Animalia	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Xestospongia	Xestospongia muta
Xestospongia rosariensis	rosariensis	Animalia	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Xestospongia	Xestospongia rosariensis
Neofibularia nolitangere	nolitangere	Animalia	Porifera	Demospongiae	Poecilosclerida	Desmacellidae	Neofibularia	Neofibularia nolitangere
Erylus formosus	formosus	Animalia	Porifera	Demospongiae	Astrophorida	Geodiidae	Erylus	Erylus formosus
Aplysina fistularis	fistularis	Animalia	Porifera	Demospongiae	Verongida	Aplysinidae	Aplysina	Aplysina fistularis
Aplysina fulva	fulva	Animalia	Porifera	Demospongiae	Verongida	Aplysinidae	Aplysina	Aplysina fulva
Aplysina lacunosa	lacunosa	Animalia	Porifera	Demospongiae	Verongida	Aplysinidae	Aplysina	Aplysina lacunosa
Geodia gibberosa	gibberosa	Animalia	Porifera	Demospongiae	Astrophorida	Geodiidae	Geodia	Geodia gibberosa
Callyspongia fallax	fallax	Animalia	Porifera	Demospongiae	Haplosclerida	Callyspongiidae	Callyspongia	Callyspongia fallax
Ecionemia demera	demera	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Ecionemia	Ecionemia demera
Cinachyrella alloclada	alloclada	Animalia	Porifera	Demospongiae	Spirophorida	Tetillidae	Cinachyrella	Cinachyrella alloclada
Stelletta crassispicula	crassispicula	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Stelletta	Stelletta crassispicula
Stelletta incrustata	incrustata	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Stelletta	Stelletta incrustata
Scolopes megastra	megastra	Animalia	Porifera	Demospongiae	Hadromerida	Alectonidae	Scolopes	Scolopes megastra
Leucetta floridana	floridana	Animalia	Porifera	Calcarea	Clathrinida	Leucettidae	Leucetta	Leucetta floridana
Spheciospongia vesparium	vesparium	Animalia	Porifera	Demospongiae	Hadromerida	Clionaidae	Spheciospongia	Spheciospongia vesparium
Cinachyrella kuekenthali	kuekenthali	Animalia	Porifera	Demospongiae	Spirophorida	Tetillidae	Cinachyrella	Cinachyrella kuekenthali
Petrosia weinbergi	weinbergi	Animalia	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Petrosia	Petrosia weinbergi
Coelosphaera fistula	fistula	Animalia	Porifera	Demospongiae	Poecilosclerida	Coelosphaeridae	Coelosphaera	Coelosphaera fistula
Chondrosia reniformis	reniformis	Animalia	Porifera	Demospongiae	Chondrosida	Chondrillidae	Chondrosia	Chondrosia reniformis
Chondrosia collectrix	collectrix	Animalia	Porifera	Demospongiae	Chondrosida	Chondrillidae	Chondrosia	Chondrosia collectrix
Erylus transiens	transiens	Animalia	Porifera	Demospongiae	Astrophorida	Geodiidae	Erylus	Erylus transiens
Thrombus kittoni	kittoni	Animalia	Porifera	Demospongiae	Astrophorida	Thrombidae	Thrombus	Thrombus kittoni
Placospongia melobesioides	melobesioides	Animalia	Porifera	Demospongiae	Hadromerida	Placospongiidae	Placospongia	Placospongia melobesioides
Hippospongia lachne	lachne	Animalia	Porifera	Demospongiae	Dictyoceratida	Spongiidae	Hippospongia	Hippospongia lachne
Hymeniacidon caerulea	caerulea	Animalia	Porifera	Demospongiae	Halichondrida	Halichondriidae	Hymeniacidon	Hymeniacidon caerulea
Spongosorites siliquaria	siliquaria	Animalia	Porifera	Demospongiae	Halichondrida	Halichondriidae	Spongosorites	Spongosorites siliquaria
Ircinia campana	campana	Animalia	Porifera	Demospongiae	Dictyoceratida	Irciniidae	Ircinia	Ircinia campana
Spirastrella coccinea	coccinea	Animalia	Porifera	Demospongiae	Hadromerida	Spirastrellidae	Spirastrella	Spirastrella coccinea
Tethya seychellensis	seychellensis	Animalia	Mollusca	Gastropoda	Nudibranchia	Tethyidae	Tethya	Tethya seychellensis
Ircinia strobilina	strobilina	Animalia	Porifera	Demospongiae	Dictyoceratida	Irciniidae	Ircinia	Ircinia strobilina
Dragmacidon reticulatum	reticulatum	Animalia	Porifera	Demospongiae	Halichondrida	Axinellidae	Dragmacidon	Dragmacidon reticulatum
Chondrilla nucula	nucula	Animalia	Porifera	Demospongiae	Chondrosida	Chondrillidae	Chondrilla	Chondrilla nucula
Petrosia dura	dura	Animalia	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Petrosia	Petrosia dura
Axinella shoemakeri	shoemakeri	Animalia	Porifera	Demospongiae	Halichondrida	Axinellidae	Axinella	Axinella shoemakeri
Acanthella mastophora	mastophora	Animalia	Porifera	Demospongiae	Halichondrida	Dictyonellidae	Acanthella	Acanthella mastophora
Timea mixta	mixta	Animalia	Porifera	Demospongiae	Hadromerida	Timeidae	Timea	Timea mixta
Dysidea fragilis	fragilis	Animalia	Porifera	Demospongiae	Dictyoceratida	Dysideidae	Dysidea	Dysidea fragilis
Hyattella intestinalis	intestinalis	Animalia	Porifera	Demospongiae	Dictyoceratida	Spongiidae	Hyattella	Hyattella intestinalis
Cliona celata	celata	Animalia	Porifera	Demospongiae	Hadromerida	Clionaidae	Cliona	Cliona celata
Alcyospongia india	india	Animalia	Porifera	Demospongiae	Poecilosclerida	Podospongiidae	Podospongia	Podospongia india
Stellettinopsis dominicana	dominicana	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Ecionemia	Ecionemia dominicana
Didiscus flavus	flavus	Animalia	Porifera	Demospongiae	Halichondrida	Heteroxyidae	Didiscus	Didiscus oxeata
Monanchora barbadensis	barbadensis	Animalia	Porifera	Demospongiae	Poecilosclerida	Crambeidae	Monanchora	Monanchora arbuscula
Teichaxinella shoemakeri	shoemakeri	Animalia	Porifera	Demospongiae	Halichondrida	Axinellidae	Axinella	Axinella shoemakeri
Anthosigmella varians	varians	Animalia	Porifera	Demospongiae	Hadromerida	Clionaidae	Cliona	Cliona varians
Thalysias juniperina	juniperina	Animalia	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Clathria	Clathria juniperina
Xestospongia subtriangularis	subtriangularis	Animalia	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Neopetrosia	Neopetrosia subtriangularis
Bryozoa		Unknown	Bryozoa					
Pomacentridae		Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Pomacentridae	
Desmophyllum cristagalli	cristagalli	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Desmophyllum	Desmophyllum cristagalli
Clathriidae		Animalia	Porifera	Demospongiae	Poecilosclerida	Clathriidae		
Phascolion strombi	strombi	Animalia	Sipuncula	Sipunculidea	Golfingiida	Phascolionidae	Phascolion	Phascolion strombi
Photidae		Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae		
Phyllangia americana americana	americana	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Phyllangia	
Pantopoda		Animalia	Arthropoda	Pycnogonida	Pantopoda			
Urophycis floridanus	floridanus	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis	Urophycis floridanus
Branchiostoma		Animalia	Chordata			Invalidae	Branchiostoma	
Antennarius multrocellatus	multrocellatus	Animalia	Chordata	Actinopterygii	Lophiiformes	Antennariidae	Antennarius	Antennarius multrocellatus
Cheilodipterus affinis	affinis	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Cheilodipterus	Cheilodipterus affinis
Coelorinchus carminatus	carminatus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coelorinchus	Coelorinchus carminatus
Phycis regius	regius	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Phycis	Phycis regius
Eques umbrosus	umbrosus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Eques	Eques umbrosus
Leptophidium cervinum	cervinum	Animalia	Chordata	Reptilia	Squamata	Colubridae	Leptophidium	Leptophidium cervinum
Urophycis cirratus	cirratus	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis	Urophycis cirratus
Pilargiidae		Animalia	Annelida	Polychaeta	Phyllodocida	Pilargiidae		
Prionotus ophyras	ophyras	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus ophyras
Pseudopriacanthus altus	altus	Animalia	Chordata	Actinopterygii	Perciformes	Priacanthidae	Pseudopriacanthus	Pseudopriacanthus altus
Scorpaenodes tridecimspinosus	tridecimspinosus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaenodes	Scorpaenodes tridecimspinosus
Scorpaena calgarata	calgarata	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena calgarata
Spheroides dorsalis	dorsalis	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Spheroides	Spheroides dorsalis
Paraeupolymnia		Animalia	Annelida	Polychaeta	Canalipalpata	Terebellidae	Paraeupolymnia	
Unknown sparidae	sparidae	Animalia						Unknown sparidae
Coelorinchus coelorinchus carminatus	coelorinchus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coelorinchus	
Isostichopus badionotus	badionotus	Animalia	Echinodermata	Holothuroidea	Aspidochirotida	Stichopodidae	Isostichopus	Isostichopus badionotus
Natica cayennensis	cayennensis	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Naticidae	Natica	Natica cayennensis
Acar domingensis	domingensis	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Acar	Acar domingensis
Donax							Donax	
Diplodonta							Diplodonta	
Chitonidae		Animalia	Mollusca	Polyplacophora	Chitonida	Chitonidae		
Semele							Semele	
Etmopterus		Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Etmopterus	
Aequipecten		Animalia	Mollusca	Bivalvia	Ostreoida	Pectinidae	Aequipecten	
Leucothoe							Leucothoe	
Toxemma		Animalia	Porifera	Demospongiae	Poecilosclerida	Desmacellidae	Toxemma	
Lithistida		Animalia	Porifera	Demospongiae	Lithistida	Lithistida	Lithistida	
Ceratopsion crustosa	crustosa	Animalia	Porifera	Demospongiae	Poecilosclerida	Raspailiidae	Ceratopsion	Ceratopsion crustosa
Ervilia		Animalia	Mollusca	Bivalvia	Veneroida	Mesodesmatidae	Ervilia	
Latirus cariniferus	cariniferus	Animalia	Mollusca	Gastropoda	Neogastropoda	Fasciolariidae	Latirus	Latirus cariniferus
Haminoea		Animalia	Mollusca	Gastropoda	Cephalaspidea	Atyidae	Haminoea	
Byblis		Plantae					Byblis	
Parthenope		Animalia	Arthropoda	Malacostraca	Decapoda	Parthenopidae	Parthenope	
Chione							Chione	
Exogone							Exogone	
Pectinaria							Pectinaria	
Phyllodoce		Unknown					Phyllodoce	
Paractaea rufopunctata nodosa	rufopunctata	Animalia	Arthropoda	Malacostraca	Decapoda	Xanthidae	Paractaea	
Stelletta grubii	grubii	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Stelletta	Stelletta grubii
Lucina blanda	blanda	Animalia	Mollusca	Bivalvia	Veneroida	Lucinidae	Lucina	Lucina blanda
Acteocina		Animalia	Gastropoda			Acteocinidae	Acteocina	
Bunakenia		Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Bunakenia	
Cubanocuma		Unknown					Cubanocuma	
Limopsis							Limopsis	
Lucina							Lucina	
Reticulocythereis		Animalia	Arthropoda	Ostracoda	Podocopida		Reticulocythereis	
Chone							Chone	
Pontogeneiidae		Unknown					Pontogeneiidae	
Pseudamphithoides		Unknown					Pseudamphithoides	
Euphrosine							Euphrosine	
Ampharetidae genus	genus	Unknown						Ampharetidae genus
Anthuridae genus	genus	Unknown						Anthuridae genus
Atys guildingi	guildingi	Animalia	Mollusca	Gastropoda	Cephalaspidea	Haminoeidae	Atys	Atys guildingi
Calozodion multispinosum	multispinosum	Unknown						Calozodion multispinosum
Cypridinidae genus	genus	Unknown						Cypridinidae genus
Exogone rolani	rolani	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Exogone	Exogone rolani
Gnathiidae genus	genus	Unknown						Gnathiidae genus
Grubeosyllis rugulosa	rugulosa	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Grubeosyllis	Grubeosyllis rugulosa
Lumbrineriopsis gardineri	gardineri	Unknown						Lumbrineriopsis gardineri
Lysidice notata	notata	Animalia	Annelida	Polychaeta	Aciculata	Eunicidae	Lysidice	Lysidice notata
Nereis goagirana	goagirana	Unknown						Nereis goagirana
Paracypridina floridensis	floridensis	Unknown						Paracypridina floridensis
Paranebalia belizensis	belizensis	Animalia	Arthropoda	Malacostraca	Leptostraca	Paranebaliidae	Paranebalia	Paranebalia belizensis
Pararicia belizensis	belizensis	Animalia	Annelida	Polychaeta	Scolecida	Orbiniidae	Pararicia	Pararicia belizensis
Pettiboneia duofurca	duofurca	Animalia	Annelida	Polychaeta	Aciculata	Dorvilleidae	Pettiboneia	Pettiboneia duofurca
Pionosyllis riojai	riojai	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Pionosyllis	Pionosyllis riojai
Sabaco americanus	americanus	Animalia	Annelida	Polychaeta	Capitellida	Maldanidae	Sabaco	Sabaco americanus
Sigalionidae genus	genus	Unknown						Sigalionidae genus
Synelmis acuminata	acuminata	Animalia	Annelida	Polychaeta	Aciculata	Pilargidae	Synelmis	Synelmis acuminata
Synopiidae genus	genus	Unknown						Synopiidae genus
Taylorpholoe hirsuta	hirsuta	Animalia	Annelida	Polychaeta	Aciculata	Pholoidae	Taylorpholoe	Taylorpholoe hirsuta
Thyroscyphus marginatus	marginatus	Animalia	Cnidaria	Hydrozoa	Leptothecata	Thyroscyphidae	Thyroscyphus	Thyroscyphus marginatus
Turridae genus	genus	Unknown						Turridae genus
Arcidae genus	genus	Unknown						Arcidae genus
Aricidea rubra	rubra	Animalia	Annelida	Polychaeta	Orbiniida	Paraonidae	Aricidea	Aricidea rubra
Asclerocheilus mexicanus	mexicanus	Animalia	Annelida	Polychaeta	Scolecida	Scalibregmatidae	Asclerocheilus	Asclerocheilus mexicanus
Dorvillea largidentis	largidentis	Animalia	Annelida	Polychaeta	Aciculata	Dorvilleidae	Dorvillea	Dorvillea largidentis
Dorvillea clavata	clavata	Unknown						Dorvillea clavata
Echinometridae genus	genus	Unknown						Echinometridae genus
Kalliapseudes bahamensis	bahamensis	Animalia	Arthropoda	Malacostraca	Tanaidacea	Kalliapseudidae	Kalliapseudes	Kalliapseudes bahamensis
Manzanellidae genus	genus	Unknown						Manzanellidae genus
Odontosyllis luminosa	luminosa	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Odontosyllis	Odontosyllis luminosa
Onchnesoma steenstrupi	steenstrupi	Animalia	Sipuncula	Sipunculidea	Golfingiida	Phascolionidae	Onchnesoma	Onchnesoma steenstrupi
Ostracoda family	family	Unknown						Ostracoda family
Polynoidae genus	genus	Unknown						Polynoidae genus
Psammolyce spinosa	spinosa	Animalia	Annelida	Polychaeta	Aciculata	Sigalionidae	Psammolyce	Psammolyce spinosa
Westheideia minutimala	minutimala	Animalia	Annelida	Polychaeta	Aciculata	Dorvilleidae	Westheideia	Westheideia minutimala
Veneridae genus	genus	Unknown						Veneridae genus
Eunice unifrons	unifrons	Animalia	Annelida	Polychaeta	Aciculata	Eunicidae	Eunice	Eunice unifrons
Eusarsiella absens	absens	Animalia	Arthropoda	Ostracoda	Myodocopida	Sarsiellidae	Eusarsiella	Eusarsiella absens
Haplosyllis floridana	floridana	Unknown						Haplosyllis floridana
Spionidae genus	genus	Unknown						Spionidae genus
Syllis broomensis	broomensis	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Syllis	Syllis broomensis
Syllis danieli	danieli	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Syllis	Syllis danieli
Melphidippidae genus	genus	Unknown						Melphidippidae genus
Metaxypsamma uebelackerae	uebelackerae	Animalia	Annelida	Polychaeta	Aciculata	Sigalionidae	Metaxypsamma	Metaxypsamma uebelackerae
Podocopa family	family	Unknown						Podocopa family
Podocopida family	family	Unknown						Podocopida family
Microphiopholis gracillima	gracillima	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Microphiopholis	Microphiopholis gracillima
Ellisella elongata	elongata	Animalia	Cnidaria	Anthozoa	Alcyonacea	Ellisellidae	Ellisella	Ellisella elongata
Brotulidae		Animalia	Chordata	Actinopterygii	Ophidiiformes	Brotulidae	Brotulidae	
Ophiurochaeta littoralis	littoralis	Animalia	Echinodermata	Echinodermata	Echinodermata	Echinodermata	Ophiurochaeta	Ophiurochaeta littoralis
Pellina carbonaria	carbonaria	Animalia	Porifera	Demospongiae	Halichondrida	Halichondriidae	Pellina	Pellina carbonaria
Peristedion		Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Peristedion	
Stenocionops furcata coelata	furcata	Animalia	Arthropoda	Malacostraca	Decapoda	Mithracidae	Stenocionops	
Cliona						Clionidae	Cliona	
Benthoscopus laticeps	laticeps	Animalia	Chordata	Actinopterygii	Perciformes	Uranoscopidae	Benthoscopus	Benthoscopus laticeps
Celleporaria magnifica	magnifica	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Celleporidae	Celleporaria	Celleporaria magnifica
Hydroides mongeslopezi	mongeslopezi	Animalia	Annelida	Polychaeta	Canalipalpata	Serpulidae	Hydroides	Hydroides mongeslopezi
Phyllangia americana	americana	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Phyllangia	Phyllangia americana
Agaricia fragilis contracta	fragilis	Animalia	Cnidaria	Anthozoa	Scleractinia	Agariciidae	Agaricia	
Squilla edentata edentata	edentata	Animalia	Arthropoda	Malacostraca	Stomatopoda	Squillidae	Squilla	
Filograninae		Animalia	Annelida	Polychaeta	Canalipalpata	Serpulidae	Filograninae	
Aka		Animalia	Porifera	Demospongiae	Haplosclerida	Oceanapiidae	Aka	
Danalia		Animalia	Arthropoda	Malacostraca	Isopoda	Cryptoniscidae	Danalia	
Adelphotectonica nobilis	nobilis	Animalia	Mollusca	Gastropoda	Heterostropha	Architectonicidae	Adelphotectonica	Adelphotectonica nobilis
Aplousina filum	filum	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Hincksinidae	Aplousina	Aplousina filum
Bathydrilus notabilis	notabilis	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Bathydrilus	Bathydrilus notabilis
Carijoa operculata	operculata	Animalia	Cnidaria	Anthozoa	Telestacea	Telestidae	Carijoa	Carijoa operculata
Cellaria irregularis	irregularis	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Cellariidae	Cellaria	Cellaria irregularis
Celleporaria bisinuata	bisinuata	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Celleporidae	Celleporaria	Celleporaria bisinuata
Chrysopetalum hernancortezi	hernancortezi	Animalia	Annelida	Polychaeta	Aciculata	Chrysopetalidae	Chrysopetalum	Chrysopetalum hernancortezi
Cliona schmidtii	schmidtii					Clionidae	Cliona	Cliona schmidtii
Cycloes bairdi	bairdi	Animalia	Arthropoda	Malacostraca	Decapoda	Calappidae	Cycloes	Cycloes bairdi
Distorsio macgintyi	macgintyi	Animalia	Mollusca	Gastropoda	Mesogastropoda	Cymatiidae	Distorsio	Distorsio macgintyi
Dynamena pourtalesi	pourtalesi	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Dynamena	Dynamena pourtalesi
Erylus trisphaera	trisphaera	Animalia	Porifera	Demospongiae	Astrophorida	Geodiidae	Erylus	Erylus trisphaera
Geodia neptuni	neptuni	Animalia	Porifera	Demospongiae	Astrophorida	Geodiidae	Geodia	Geodia neptuni
Grubeulepis ecuadorensis	ecuadorensis	Animalia	Annelida	Polychaeta	Aciculata	Eulepethidae	Grubeulepis	Grubeulepis ecuadorensis
Gymnangium sinuosum	sinuosum	Animalia	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	Gymnangium	Gymnangium sinuosum
Haliclona compressa	compressa	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Haliclona	Haliclona compressa
Haliotus pourtalesii	pourtalesii	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Haliotidae	Haliotus	Haliotus pourtalesii
Henricia microspina	microspina	Animalia	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Henricia	Henricia microspina
Hippopodina irregularis	irregularis	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Hippopodinidae	Hippopodina	Hippopodina irregularis
Lysiosquilla microps	microps	Animalia	Arthropoda	Malacostraca	Stomatopoda	Lysiosquillidae	Lysiosquilla	Lysiosquilla microps
Mimachlamys munda	munda	Animalia	Mollusca	Bivalvia	Ostreoida	Pectinidae	Mimachlamys	Mimachlamys munda
Agaricia agaricites purpurea	agaricites	Animalia	Cnidaria	Anthozoa	Scleractinia	Agariciidae	Agaricia	
Anthosigmella varians incrustans	varians	Animalia	Porifera	Demospongiae	Hadromerida	Clionaidae	Anthosigmella	
Luidia ludwigi scotti	ludwigi	Animalia	Echinodermata	Asteroidea	Paxillosida	Luidiidae	Luidia	
Melybia thalamita furcata	thalamita	Animalia	Arthropoda	Malacostraca	Decapoda	Xanthidae	Melybia	
Polyclada		Animalia	Platyhelminthes	Turbellaria	Polyclada			
Thenaria		Animalia	Cnidaria	Anthozoa	Actiniaria		Thenaria	
Ophiolepis gemma	gemma	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiolepis	Ophiolepis gemma
Octolasmis dawsoni	dawsoni	Animalia	Arthropoda	Maxillopoda	Pedunculata	Poecilasmatidae	Octolasmis	Octolasmis dawsoni
Ophiactis muelleri	muelleri	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiactidae	Ophiactis	Ophiactis muelleri
Ophionereis vittata	vittata	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophionereididae	Ophionereis	Ophionereis vittata
Parthenope agonus	agonus	Animalia	Arthropoda	Malacostraca	Decapoda	Parthenopidae	Parthenope	Parthenope agonus
Parthenope fraterculis	fraterculis	Animalia	Arthropoda	Malacostraca	Decapoda	Parthenopidae	Parthenope	Parthenope fraterculis
Hymenocephalus hymenogadus	hymenogadus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Hymenocephalus	Hymenocephalus hymenogadus
Pitho iherminieri	iherminieri	Animalia	Arthropoda	Malacostraca	Decapoda	Tychidae	Pitho	Pitho iherminieri
Placostegus incomptus	incomptus	Animalia	Annelida	Polychaeta	Canalipalpata	Serpulidae	Placostegus	Placostegus incomptus
Rhaphidophlus minutus	minutus	Animalia	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Rhaphidophlus	Rhaphidophlus minutus
Rhipidopathes colombiana	colombiana	Animalia	Cnidaria	Anthozoa	Antipatharia	Aphanipathidae	Rhipidopathes	Rhipidopathes colombiana
Scrupocellaria harmeri	harmeri	Unknown	Bryozoa			Scurpocellariidae	Scrupocellaria	Scrupocellaria harmeri
Sertularella pinnigera	pinnigera	Animalia	Cnidaria	Anthozoa	Lm		Sertularella	Sertularella pinnigera
Siphonodictyon siphonum	siphonum	Animalia	Porifera	Demospongiae	Haplosclerida	Phloeodictyidae	Siphonodictyon	Siphonodictyon siphonum
Stichopathes luetkeni	luetkeni	Animalia	Cnidaria	Anthozoa	Antipatharia	Antipathidae	Stichopathes	Stichopathes luetkeni
Tremogasterina mucronata	mucronata	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Arachnopusiidae	Tremogasterina	Tremogasterina mucronata
Turritella exeolita	exeolita	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Turritellidae	Turritella	Turritella exeolita
Stenocionops furcata furcata	furcata	Animalia	Arthropoda	Malacostraca	Decapoda	Mithracidae	Stenocionops	
Madracis auretenra	auretenra	Animalia	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis auretenra
Parascombrops		Animalia	Chordata	Actinopterygii	Perciformes	Acropomatidae	Parascombrops	
Poeciliopsis beani	beani	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poeciliopsis	Poeciliopsis beani
Caelorinchus carininatus	carininatus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Caelorinchus	Caelorinchus carininatus
Peristedion platycephalus	platycephalus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Peristedion	Peristedion platycephalus
Peristedion schmitti complex	schmitti	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Peristedion	
Ctenocella ellisella schmitti	ellisella	Animalia	Cnidaria	Anthozoa	Alcyonacea	Ellisellidae	Ctenocella	
Ophiactis mulleri quinqueradia	mulleri	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiactidae	Ophiactis	
Onychoprion anaethetus	anaethetus	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Onychoprion	Onychoprion anaethetus
Sterna paradisaea	paradisaea	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	Sterna paradisaea
Puffinus griseus	griseus	Animalia	Chordata	Aves	Ciconiiformes	Procellariidae	Puffinus	Puffinus griseus
Anser albifrons	albifrons	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser albifrons
Accipiter striatus	striatus	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	Accipiter striatus
Anous minutus	minutus	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Anous	Anous minutus
Caprimulgus carolinensis	carolinensis	Animalia	Chordata	Aves	Strigiformes	Caprimulgidae	Caprimulgus	Caprimulgus carolinensis
Dendroica striata	striata	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Dendroica	Dendroica striata
Empidonax traillii	traillii	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	Empidonax traillii
Sula sula	sula	Animalia	Chordata	Aves	Ciconiiformes	Sulidae	Sula	Sula sula
Larus marinus	marinus	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Larus	Larus marinus
Petrochelidon pyrrhonota	pyrrhonota	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon pyrrhonota
Chordeiles minor	minor	Animalia	Chordata	Aves	Strigiformes	Caprimulgidae	Chordeiles	Chordeiles minor
Xema sabini	sabini	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Xema	Xema sabini
Dolichonyx oryzivorus	oryzivorus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Dolichonyx	Dolichonyx oryzivorus
Dendroica pensylvanica	pensylvanica	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Dendroica	Dendroica pensylvanica
Melanerpes carolinus	carolinus	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	Melanerpes carolinus
Tyrannus forficatus	forficatus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus forficatus
